bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,tahun,jumlah_jenis_aktif,kategori_risiko,ada_pencurian,ada_penipuan,ada_penganiayaan,ada_pembakaran,ada_perkosaan,ada_pengedar_penyalahgunaan_narkoba,ada_perjudian,ada_pembunuhan,ada_perdagangan_manusia
3204300.0,CILENGKRANG,3204300001.0,GIRIMEKAR,2021.0,2,RENDAH,1,1,0,0,0,0,0,0,0
3204300.0,CILENGKRANG,3204300002.0,JATIENDAH,2019.0,2,RENDAH,1,0,0,1,0,0,0,0,0
3204300.0,CILENGKRANG,3204300002.0,JATIENDAH,2020.0,0,AMAN,0,0,0,0,0,0,0,0,0
3204300.0,CILENGKRANG,3204300002.0,JATIENDAH,2021.0,1,RENDAH,1,0,0,0,0,0,0,0,0
3204300.0,CILENGKRANG,3204300003.0,MELATIWANGI,2019.0,3,SEDANG,1,1,1,0,0,0,0,0,0
3204300.0,CILENGKRANG,3204300003.0,MELATIWANGI,2020.0,1,RENDAH,1,0,0,0,0,0,0,0,0
3204300.0,CILENGKRANG,3204300003.0,MELATIWANGI,2021.0,1,RENDAH,1,0,0,0,0,0,0,0,0
3204300.0,CILENGKRANG,3204300004.0,CIPANJALU,2019.0,1,RENDAH,1,0,0,0,0,0,0,0,0
3204300.0,CILENGKRANG,3204300004.0,CIPANJALU,2020.0,1,RENDAH,1,0,0,0,0,0,0,0,0
3204300.0,CILENGKRANG,3204300004.0,CIPANJALU,2021.0,1,RENDAH,1,0,0,0,0,0,0,0,0
3204300.0,CILENGKRANG,3204300005.0,CIPOREAT,2019.0,2,RENDAH,1,1,0,0,0,0,0,0,0
3204300.0,CILENGKRANG,3204300005.0,CIPOREAT,2020.0,1,RENDAH,1,0,0,0,0,0,0,0,0
3204300.0,CILENGKRANG,3204300005.0,CIPOREAT,2021.0,1,RENDAH,1,0,0,0,0,0,0,0,0
3204300.0,CILENGKRANG,3204300006.0,CILENGKRANG,2019.0,1,RENDAH,1,0,0,0,0,0,0,0,0
3204300.0,CILENGKRANG,3204300006.0,CILENGKRANG,2020.0,1,RENDAH,1,0,0,0,0,0,0,0,0
3204300.0,CILENGKRANG,3204300006.0,CILENGKRANG,2021.0,1,RENDAH,1,0,0,0,0,0,0,0,0
3204310.0,CIMENYAN,3204310003.0,MANDALAMEKAR,2019.0,1,RENDAH,1,0,0,0,0,0,0,0,0
3204310.0,CIMENYAN,3204310003.0,MANDALAMEKAR,2020.0,0,AMAN,0,0,0,0,0,0,0,0,0
3204310.0,CIMENYAN,3204310003.0,MANDALAMEKAR,2021.0,0,AMAN,0,0,0,0,0,0,0,0,0
3204310.0,CIMENYAN,3204310004.0,CIKADUT,2019.0,0,AMAN,0,0,0,0,0,0,0,0,0
3204310.0,CIMENYAN,3204310004.0,CIKADUT,2020.0,1,RENDAH,1,0,0,0,0,0,0,0,0
3204310.0,CIMENYAN,3204310004.0,CIKADUT,2021.0,1,RENDAH,1,0,0,0,0,0,0,0,0
3204310.0,CIMENYAN,3204310005.0,SINDANGLAYA,2019.0,2,RENDAH,1,1,0,0,0,0,0,0,0
3204310.0,CIMENYAN,3204310005.0,SINDANGLAYA,2020.0,1,RENDAH,1,0,0,0,0,0,0,0,0
3204310.0,CIMENYAN,3204310005.0,SINDANGLAYA,2021.0,1,RENDAH,1,0,0,0,0,0,0,0,0
3204310.0,CIMENYAN,3204310006.0,MEKARMANIK,2019.0,1,RENDAH,1,0,0,0,0,0,0,0,0
3204310.0,CIMENYAN,3204310006.0,MEKARMANIK,2020.0,0,AMAN,0,0,0,0,0,0,0,0,0
3204310.0,CIMENYAN,3204310006.0,MEKARMANIK,2021.0,0,AMAN,0,0,0,0,0,0,0,0,0
3204310.0,CIMENYAN,3204310007.0,CIMENYAN,2019.0,1,RENDAH,1,0,0,0,0,0,0,0,0
3204310.0,CIMENYAN,3204310007.0,CIMENYAN,2020.0,2,RENDAH,1,1,0,0,0,0,0,0,0
3204310.0,CIMENYAN,3204310007.0,CIMENYAN,2021.0,2,RENDAH,1,1,0,0,0,0,0,0,0
3204310.0,CIMENYAN,3204310008.0,MEKARSALUYU,2019.0,0,AMAN,0,0,0,0,0,0,0,0,0
3204310.0,CIMENYAN,3204310008.0,MEKARSALUYU,2020.0,0,AMAN,0,0,0,0,0,0,0,0,0
3204310.0,CIMENYAN,3204310008.0,MEKARSALUYU,2021.0,0,AMAN,0,0,0,0,0,0,0,0,0
3204310.0,CIMENYAN,3204310009.0,CIBURIAL,2019.0,1,RENDAH,1,0,0,0,0,0,0,0,0
3204310.0,CIMENYAN,3204310009.0,CIBURIAL,2020.0,1,RENDAH,1,0,0,0,0,0,0,0,0
3204310.0,CIMENYAN,3204310009.0,CIBURIAL,2021.0,1,RENDAH,1,0,0,0,0,0,0,0,0
